trade_n,closed_dt,symbol,status,realized_r,pnl_dollars,capital,peak,drawdown_pct,in_drawdown
128,2026-05-08 02:54:14.447823+00:00,BRK-B,hit_target,1.21,172.75,14449.25,14520.8,-0.49,True
129,2026-05-08 02:54:14.453211+00:00,BRK-B,hit_target,1.15,166.17,14615.42,14615.42,0.0,False
130,2026-05-08 02:54:14.460325+00:00,BRK-B,expired,0.216,31.64,14647.06,14647.06,0.0,False
131,2026-05-08 02:54:14.466162+00:00,BRK-B,hit_stop,-1.0,-146.47,14500.59,14647.06,-1.0,True
132,2026-05-08 02:54:14.474906+00:00,BRK-B,expired,-0.357,-51.79,14448.8,14647.06,-1.35,True
133,2026-05-08 02:54:14.480673+00:00,BRK-B,hit_target,1.15,166.16,14614.97,14647.06,-0.22,True
134,2026-05-08 02:54:14.484791+00:00,BRK-B,hit_stop,-1.0,-146.15,14468.82,14647.06,-1.22,True
135,2026-05-08 02:54:14.485258+00:00,BRK-B,hit_stop,-1.0,-144.69,14324.13,14647.06,-2.2,True
136,2026-05-08 02:54:14.487110+00:00,BRK-B,hit_target,1.15,164.73,14488.85,14647.06,-1.08,True
137,2026-05-08 02:54:14.489948+00:00,BRK-B,expired,-0.418,-60.5,14428.35,14647.06,-1.49,True
138,2026-05-08 02:54:14.502676+00:00,BRK-B,expired,0.092,13.2,14441.56,14647.06,-1.4,True
139,2026-05-08 02:54:14.504208+00:00,BRK-B,hit_stop,-1.0,-144.42,14297.14,14647.06,-2.39,True
140,2026-05-08 02:54:14.520678+00:00,BRK-B,hit_target,1.37,195.87,14493.01,14647.06,-1.05,True
141,2026-05-08 02:54:14.521236+00:00,BRK-B,hit_target,1.46,211.6,14704.61,14704.61,0.0,False
142,2026-05-08 02:54:14.552698+00:00,BRK-B,expired,0.428,62.99,14767.6,14767.6,0.0,False
143,2026-05-08 02:54:14.557522+00:00,BRK-B,hit_stop,-1.0,-147.68,14619.92,14767.6,-1.0,True
144,2026-05-08 02:54:14.565235+00:00,BRK-B,expired,-0.06,-8.83,14611.09,14767.6,-1.06,True
145,2026-05-08 02:54:14.566072+00:00,BRK-B,hit_stop,-1.0,-146.11,14464.97,14767.6,-2.05,True
146,2026-05-08 02:54:14.578999+00:00,BRK-B,expired,-0.013,-1.91,14463.07,14767.6,-2.06,True
147,2026-05-08 02:54:14.579532+00:00,BRK-B,hit_stop,-1.0,-144.63,14318.44,14767.6,-3.04,True
148,2026-05-08 02:54:15.371277+00:00,V,hit_stop,-1.0,-143.18,14175.25,14767.6,-4.01,True
