run,final_capital,total_return_pct,max_drawdown_pct,max_consec_losses
231,21149.65,111.5,-8.96,6
232,21595.29,115.95,-8.26,8
233,13945.45,39.45,-12.77,9
234,23179.77,131.8,-10.29,7
235,29342.96,193.43,-8.29,6
236,22818.97,128.19,-10.84,7
237,37737.2,277.37,-6.29,6
238,32320.29,223.2,-5.86,7
239,26890.46,168.9,-10.54,7
240,19504.01,95.04,-10.48,10
241,18128.95,81.29,-9.03,7
242,23102.86,131.03,-10.74,8
243,17184.67,71.85,-8.36,8
244,17005.2,70.05,-12.39,6
245,21528.26,115.28,-6.4,6
246,16592.25,65.92,-10.12,10
247,27553.46,175.53,-7.87,9
248,23557.86,135.58,-6.74,6
249,19820.69,98.21,-18.46,11
250,58285.91,482.86,-6.79,7
251,26045.85,160.46,-6.55,7
252,20840.07,108.4,-7.89,6
253,21157.61,111.58,-11.14,8
254,30914.74,209.15,-7.92,5
255,18788.77,87.89,-13.03,8
256,26480.82,164.81,-8.06,6
257,21214.92,112.15,-12.54,11
258,36376.23,263.76,-6.69,6
259,21086.14,110.86,-14.23,12
260,22572.03,125.72,-8.25,5
261,24320.1,143.2,-5.53,6
262,25982.63,159.83,-9.04,7
263,22619.71,126.2,-17.29,8
264,15467.8,54.68,-8.26,7
265,24043.55,140.44,-7.99,5
266,20727.05,107.27,-6.57,7
267,25967.86,159.68,-8.5,9
268,20940.17,109.4,-7.99,8
269,13143.28,31.43,-10.14,11
270,20639.6,106.4,-5.92,4
271,32249.5,222.49,-6.18,6
272,24358.38,143.58,-6.43,5
273,23984.09,139.84,-11.97,7
274,22990.09,129.9,-8.02,6
275,18763.83,87.64,-8.71,7
276,26894.92,168.95,-6.4,6
277,20071.56,100.72,-13.21,11
278,23689.99,136.9,-8.66,6
279,19175.23,91.75,-13.62,8
280,19858.22,98.58,-8.73,5
281,31053.56,210.54,-6.92,8
282,14627.41,46.27,-12.87,9
283,22017.13,120.17,-10.57,6
284,34414.99,244.15,-7.48,7
285,21386.72,113.87,-14.57,8
286,19878.88,98.79,-9.61,8
287,37338.19,273.38,-6.94,5
288,22345.56,123.46,-10.31,6
289,36424.46,264.24,-5.85,6
290,23468.62,134.69,-11.72,8
291,30803.71,208.04,-8.35,7
292,19768.82,97.69,-12.89,9
293,20815.13,108.15,-14.56,5
294,20006.77,100.07,-7.4,6
295,26712.6,167.13,-9.16,7
296,24693.29,146.93,-7.68,6
297,24984.02,149.84,-8.01,7
298,26679.62,166.8,-9.94,9
299,20994.0,109.94,-9.05,7
300,12615.03,26.15,-12.56,9
301,19491.23,94.91,-10.91,11
302,24174.58,141.75,-9.33,8
303,35184.79,251.85,-7.69,6
304,26819.67,168.2,-8.83,10
305,28877.5,188.77,-10.69,6
306,20548.75,105.49,-9.7,6
307,16130.72,61.31,-13.55,8
308,32957.29,229.57,-9.41,7
309,18834.85,88.35,-11.76,9
310,26958.64,169.59,-7.25,5
311,25012.04,150.12,-6.79,6
312,12867.37,28.67,-16.45,10
313,25643.75,156.44,-8.27,6
314,20170.97,101.71,-6.12,6
315,17017.54,70.18,-7.71,7
316,30778.22,207.78,-5.85,6
317,17722.18,77.22,-9.85,13
318,32538.39,225.38,-5.55,5
319,21517.52,115.18,-20.74,6
320,20870.19,108.7,-7.73,8
321,17090.31,70.9,-18.66,6
322,22810.75,128.11,-8.52,6
323,22226.74,122.27,-7.59,6
324,35848.16,258.48,-4.9,5
325,42726.28,327.26,-5.26,6
326,24001.34,140.01,-7.3,7
327,21817.08,118.17,-9.99,9
328,22380.35,123.8,-9.2,7
329,16734.03,67.34,-9.73,7
330,22435.15,124.35,-6.86,7
331,23155.41,131.55,-9.06,7
332,29814.93,198.15,-7.75,7
333,27377.05,173.77,-6.79,7
334,23761.15,137.61,-8.44,7
335,27850.99,178.51,-7.92,7
336,28396.16,183.96,-6.71,6
337,28153.37,181.53,-4.9,5
338,20031.94,100.32,-12.88,11
339,20825.9,108.26,-13.77,10
340,22341.02,123.41,-8.89,6
341,30015.33,200.15,-7.84,5
342,25724.74,157.25,-10.83,7
343,23607.52,136.08,-8.95,9
344,26749.51,167.5,-9.63,6
345,24575.06,145.75,-7.53,6
346,18960.15,89.6,-15.81,9
347,25482.14,154.82,-4.9,5
348,16717.95,67.18,-10.94,11
349,22505.27,125.05,-9.78,10
350,26983.3,169.83,-11.93,6
351,16494.78,64.95,-16.35,8
352,22238.27,122.38,-11.23,10
353,27226.5,172.26,-5.49,5
354,26519.22,165.19,-7.02,6
355,19407.02,94.07,-16.83,10
356,18617.37,86.17,-16.2,9
357,25849.24,158.49,-8.06,8
358,20659.2,106.59,-10.39,9
359,20142.65,101.43,-7.45,6
360,19347.14,93.47,-9.11,9
361,19733.55,97.34,-11.21,10
362,13237.64,32.38,-13.04,10
363,22969.76,129.7,-11.25,7
364,17181.96,71.82,-8.42,10
365,28480.45,184.8,-7.74,5
366,28196.15,181.96,-14.1,6
367,19326.94,93.27,-10.78,8
368,22995.68,129.96,-5.85,6
369,25907.03,159.07,-8.01,6
370,22291.32,122.91,-8.61,8
371,21994.07,119.94,-7.78,8
372,25102.95,151.03,-7.03,6
373,16908.48,69.08,-9.44,7
374,26479.1,164.79,-7.13,6
375,23662.31,136.62,-6.55,6
376,28221.11,182.21,-7.53,5
377,14660.28,46.6,-13.76,8
378,19177.04,91.77,-12.24,11
379,33877.22,238.77,-7.86,7
380,23801.95,138.02,-8.54,6
381,27522.19,175.22,-5.56,5
382,30277.67,202.78,-7.02,6
383,15930.13,59.3,-8.27,7
384,19214.79,92.15,-10.16,8
385,23406.51,134.07,-9.08,6
386,20376.2,103.76,-9.15,9
387,28235.74,182.36,-8.87,7
388,23365.26,133.65,-6.48,5
389,20458.43,104.58,-6.49,6
390,23671.75,136.72,-13.59,6
391,15873.54,58.74,-9.98,9
392,26658.52,166.59,-12.14,7
393,19386.36,93.86,-7.58,8
394,37975.1,279.75,-5.21,5
395,21682.08,116.82,-7.73,8
396,20833.14,108.33,-7.84,7
397,20294.85,102.95,-9.76,6
398,30176.84,201.77,-8.26,9
399,16259.77,62.6,-14.78,9
400,22397.67,123.98,-8.94,7
401,32422.74,224.23,-7.65,6
402,23001.73,130.02,-6.79,7
403,22873.75,128.74,-9.79,6
404,22518.54,125.19,-8.93,8
405,22377.87,123.78,-10.93,6
406,32833.06,228.33,-5.33,6
407,30005.23,200.05,-6.53,7
408,13101.4,31.01,-13.09,8
409,24292.98,142.93,-4.9,5
410,20231.39,102.31,-11.55,6
411,23703.64,137.04,-9.38,7
412,24020.15,140.2,-6.41,6
413,21680.49,116.8,-11.35,8
414,26398.61,163.99,-7.26,6
415,38611.0,286.11,-6.38,5
416,30011.35,200.11,-9.77,8
417,31194.66,211.95,-7.29,6
418,28821.3,188.21,-6.79,7
419,25439.71,154.4,-9.17,6
420,26014.7,160.15,-15.09,7
421,18003.27,80.03,-10.46,6
422,20528.3,105.28,-6.79,7
423,22804.86,128.05,-11.74,8
424,46168.7,361.69,-6.13,6
425,23181.08,131.81,-17.55,8
426,36806.63,268.07,-11.61,9
427,24736.32,147.36,-10.7,6
428,22160.75,121.61,-11.26,10
429,23091.38,130.91,-12.8,7
430,24739.44,147.39,-8.94,6
431,35782.84,257.83,-6.13,6
432,15631.6,56.32,-9.33,7
433,20194.53,101.95,-7.74,11
434,19516.09,95.16,-14.19,7
435,21935.07,119.35,-10.64,8
436,21535.09,115.35,-6.8,8
437,24093.27,140.93,-7.06,7
438,22456.31,124.56,-7.18,7
439,18438.43,84.38,-8.02,8
440,18475.85,84.76,-9.81,8
441,22121.85,121.22,-13.08,7
442,25735.45,157.35,-8.12,6
443,26889.71,168.9,-7.05,8
444,19862.79,98.63,-7.06,6
445,34366.31,243.66,-5.85,6
446,30123.49,201.23,-12.05,7
447,24942.66,149.43,-7.46,7
448,20173.37,101.73,-7.45,7
449,16487.48,64.87,-9.53,8
450,29146.99,191.47,-6.75,5
451,31219.11,212.19,-6.87,4
452,22699.1,126.99,-6.94,6
453,25773.63,157.74,-6.2,5
454,21306.25,113.06,-11.37,7
455,23762.12,137.62,-10.63,7
456,21112.45,111.12,-10.13,7
