trade_n,closed_dt,symbol,status,realized_r,pnl_dollars,capital,peak,drawdown_pct,in_drawdown
122,2026-05-08 15:41:36.285357+00:00,BRK-B,hit_stop,-1.073,-157.89,14562.16,15719.26,-7.36,True
123,2026-05-08 15:41:37.019303+00:00,V,expired,1.035,150.68,14712.84,15719.26,-6.4,True
124,2026-05-08 15:41:37.019796+00:00,V,expired,0.612,90.01,14802.85,15719.26,-5.83,True
125,2026-05-08 15:41:37.020420+00:00,V,expired,0.586,86.81,14889.66,15719.26,-5.28,True
126,2026-05-08 15:41:37.021209+00:00,V,expired,0.019,2.78,14892.44,15719.26,-5.26,True
127,2026-05-08 15:41:37.023883+00:00,V,hit_target,1.638,243.91,15136.35,15719.26,-3.71,True
128,2026-05-08 15:41:37.024238+00:00,V,hit_target,2.043,309.3,15445.65,15719.26,-1.74,True
129,2026-05-08 15:41:37.025184+00:00,V,expired,-0.024,-3.76,15441.89,15719.26,-1.76,True
130,2026-05-08 15:41:37.029708+00:00,V,expired,-0.709,-109.44,15332.45,15719.26,-2.46,True
131,2026-05-08 15:41:37.030151+00:00,V,hit_stop,-1.058,-162.26,15170.19,15719.26,-3.49,True
132,2026-05-08 15:41:37.035531+00:00,V,hit_stop,-1.073,-162.84,15007.35,15719.26,-4.53,True
133,2026-05-08 15:41:37.048277+00:00,V,hit_stop,-1.06,-159.03,14848.31,15719.26,-5.54,True
134,2026-05-08 15:41:37.053975+00:00,V,hit_target,1.855,275.46,15123.78,15719.26,-3.79,True
135,2026-05-08 15:41:37.054779+00:00,V,expired,0.373,56.44,15180.22,15719.26,-3.43,True
136,2026-05-08 15:41:37.056240+00:00,V,expired,-0.31,-47.08,15133.14,15719.26,-3.73,True
137,2026-05-08 15:41:37.058679+00:00,V,expired,-0.634,-95.89,15037.24,15719.26,-4.34,True
138,2026-05-08 15:41:37.060809+00:00,V,hit_target,1.118,168.05,15205.29,15719.26,-3.27,True
139,2026-05-08 15:41:37.061138+00:00,V,hit_target,2.352,357.65,15562.94,15719.26,-0.99,True
140,2026-05-08 15:41:37.064840+00:00,V,hit_stop,-1.074,-167.18,15395.76,15719.26,-2.06,True
141,2026-05-08 15:41:37.071339+00:00,V,expired,0.65,100.1,15495.86,15719.26,-1.42,True
142,2026-05-08 15:41:37.074339+00:00,V,hit_stop,-1.052,-162.98,15332.88,15719.26,-2.46,True
143,2026-05-08 15:41:37.095900+00:00,V,expired,0.586,89.86,15422.75,15719.26,-1.89,True
144,2026-05-08 15:41:37.096491+00:00,V,hit_stop,-1.041,-160.56,15262.18,15719.26,-2.91,True
145,2026-05-08 15:41:37.097660+00:00,V,hit_stop,-1.07,-163.36,15098.82,15719.26,-3.95,True
146,2026-05-08 15:41:37.109701+00:00,V,expired,-0.686,-103.62,14995.2,15719.26,-4.61,True
147,2026-05-08 15:41:37.862654+00:00,JPM,hit_target,1.99,298.38,15293.58,15719.26,-2.71,True
148,2026-05-08 15:41:37.878624+00:00,JPM,hit_target,4.603,704.01,15997.59,15997.59,0.0,False
149,2026-05-08 15:41:37.879555+00:00,JPM,hit_target,4.071,651.34,16648.93,16648.93,0.0,False
150,2026-05-08 15:41:37.883547+00:00,JPM,expired,0.654,108.83,16757.76,16757.76,0.0,False
151,2026-05-08 15:41:37.884157+00:00,JPM,hit_stop,-1.14,-191.06,16566.7,16757.76,-1.14,True
152,2026-05-08 15:41:37.886097+00:00,JPM,hit_target,2.425,401.72,16968.42,16968.42,0.0,False
153,2026-05-08 15:41:37.889263+00:00,JPM,expired,0.385,65.24,17033.66,17033.66,0.0,False
154,2026-05-08 15:41:37.890002+00:00,JPM,hit_stop,-1.052,-179.26,16854.4,17033.66,-1.05,True
155,2026-05-08 15:41:37.892735+00:00,JPM,expired,0.325,54.84,16909.24,17033.66,-0.73,True
156,2026-05-08 15:41:37.894503+00:00,JPM,hit_stop,-1.048,-177.13,16732.11,17033.66,-1.77,True
157,2026-05-08 15:41:37.900798+00:00,JPM,hit_stop,-1.033,-172.87,16559.24,17033.66,-2.79,True
158,2026-05-08 15:41:37.905810+00:00,JPM,hit_stop,-1.164,-192.77,16366.47,17033.66,-3.92,True
159,2026-05-08 15:41:37.910215+00:00,JPM,expired,-0.41,-67.13,16299.35,17033.66,-4.31,True
160,2026-05-08 15:41:37.913986+00:00,JPM,expired,0.065,10.58,16309.93,17033.66,-4.25,True
