trade_n,closed_dt,symbol,status,realized_r,pnl_dollars,capital,peak,drawdown_pct,in_drawdown
231,2026-05-09 03:33:20.832806+00:00,PG,hit_target,3.18,634.09,20574.14,20574.14,0.0,False
232,2026-05-09 03:33:20.834472+00:00,PG,hit_stop,-1.0,-205.74,20368.4,20574.14,-1.0,True
233,2026-05-09 03:33:20.835314+00:00,PG,hit_stop,-1.0,-203.68,20164.72,20574.14,-1.99,True
234,2026-05-09 03:33:21.561586+00:00,COST,hit_stop,-1.0,-201.65,19963.07,20574.14,-2.97,True
235,2026-05-09 03:33:21.563360+00:00,COST,hit_target,2.03,405.25,20368.32,20574.14,-1.0,True
236,2026-05-09 03:33:21.590950+00:00,COST,hit_target,2.62,533.65,20901.97,20901.97,0.0,False
237,2026-05-09 03:33:21.601973+00:00,COST,expired,1.677,350.53,21252.5,21252.5,0.0,False
238,2026-05-09 03:33:21.604905+00:00,COST,hit_target,2.77,588.69,21841.19,21841.19,0.0,False
239,2026-05-09 03:33:21.619762+00:00,COST,hit_target,2.22,484.87,22326.07,22326.07,0.0,False
240,2026-05-09 03:33:21.620798+00:00,COST,expired,2.056,458.97,22785.04,22785.04,0.0,False
241,2026-05-09 03:33:21.621877+00:00,COST,hit_stop,-1.0,-227.85,22557.19,22785.04,-1.0,True
