run,final_capital,total_return_pct,max_drawdown_pct,max_consec_losses
394,43532.73,335.33,-9.64,11
395,52984.77,429.85,-7.22,9
396,41683.47,316.83,-8.83,9
397,28505.36,185.05,-9.21,6
398,63192.17,531.92,-8.5,7
399,27996.88,179.97,-13.91,7
400,68823.67,588.24,-8.89,7
401,27886.25,178.86,-18.01,8
402,39532.01,295.32,-10.11,11
403,27148.31,171.48,-11.62,7
404,45763.6,357.64,-9.71,8
405,45602.86,356.03,-6.98,7
406,19428.32,94.28,-16.57,7
407,22672.98,126.73,-10.09,5
408,41203.87,312.04,-9.69,9
409,28203.16,182.03,-7.4,6
410,27202.57,172.03,-13.61,16
411,29171.11,191.71,-10.04,6
412,47208.24,372.08,-10.02,6
413,32486.32,224.86,-8.92,10
414,34742.76,247.43,-11.96,10
415,29043.75,190.44,-17.08,6
416,75175.0,651.75,-9.31,8
417,25835.67,158.36,-15.32,8
418,43352.49,333.52,-8.35,9
419,56841.21,468.41,-12.06,7
420,35904.2,259.04,-10.71,7
421,29504.31,195.04,-8.7,7
422,38260.23,282.6,-12.66,8
423,54926.92,449.27,-6.99,6
424,37053.91,270.54,-8.16,7
425,39545.9,295.46,-15.27,7
426,53488.46,434.88,-6.91,6
427,25062.61,150.63,-16.02,7
428,42065.64,320.66,-12.92,9
429,39345.02,293.45,-13.98,7
430,36842.62,268.43,-11.34,11
431,31426.0,214.26,-7.8,8
432,35653.52,256.54,-11.71,7
433,47917.48,379.17,-8.29,9
434,39996.22,299.96,-9.75,6
435,53177.41,431.77,-6.93,7
436,29962.45,199.62,-10.42,8
437,39297.77,292.98,-9.72,9
438,17053.3,70.53,-13.24,9
439,31881.77,218.82,-13.37,7
440,39857.19,298.57,-6.92,7
441,51593.02,415.93,-11.31,7
442,36915.87,269.16,-8.69,6
443,32074.98,220.75,-11.3,9
444,35900.52,259.01,-8.11,9
445,18506.46,85.06,-15.09,9
446,46899.69,369.0,-6.4,6
447,29792.08,197.92,-11.76,8
448,23799.84,138.0,-11.03,9
449,27015.98,170.16,-12.62,7
450,27742.57,177.43,-13.06,7
451,42397.99,323.98,-9.08,7
452,50320.6,403.21,-10.55,9
453,25283.7,152.84,-15.35,6
454,45014.44,350.14,-8.88,7
455,54062.99,440.63,-11.65,7
456,30241.07,202.41,-13.33,7
457,30900.59,209.01,-11.07,7
458,32954.21,229.54,-23.24,8
459,34051.34,240.51,-14.52,13
460,32339.91,223.4,-16.79,7
461,40425.97,304.26,-16.97,20
462,43104.85,331.05,-10.87,7
463,38431.77,284.32,-6.16,6
464,39919.64,299.2,-11.27,6
465,39856.0,298.56,-9.83,6
466,45642.73,356.43,-9.62,6
467,22107.03,121.07,-22.99,9
468,22226.09,122.26,-13.16,11
469,38586.52,285.87,-10.14,10
470,37687.79,276.88,-11.42,6
471,26808.35,168.08,-12.94,9
472,49890.3,398.9,-8.91,6
473,26671.88,166.72,-15.11,8
474,31712.99,217.13,-11.32,9
475,29055.73,190.56,-10.54,11
476,24703.59,147.04,-9.95,6
477,49209.79,392.1,-8.57,9
478,36419.28,264.19,-9.31,7
479,35554.93,255.55,-9.85,8
480,21762.11,117.62,-16.18,9
481,42462.38,324.62,-11.61,9
482,22594.34,125.94,-16.31,8
483,25011.19,150.11,-17.48,8
484,32682.14,226.82,-8.92,6
485,36048.55,260.49,-11.08,9
486,32606.73,226.07,-7.76,6
487,57530.45,475.3,-7.85,5
488,36345.45,263.45,-7.71,9
489,22842.13,128.42,-14.1,11
490,30666.85,206.67,-16.29,6
491,29115.08,191.15,-11.95,7
492,41218.49,312.18,-6.29,8
493,51010.44,410.1,-8.09,7
494,39485.52,294.86,-12.75,7
495,38300.43,283.0,-6.95,8
496,39143.54,291.44,-10.88,10
497,48907.02,389.07,-7.16,7
498,51919.54,419.2,-8.06,7
499,35609.08,256.09,-8.69,9
500,21948.94,119.49,-17.72,7
501,47541.46,375.41,-8.19,7
502,31697.12,216.97,-9.3,7
503,30509.4,205.09,-14.93,11
504,34608.08,246.08,-11.73,9
505,24061.27,140.61,-11.14,9
506,32927.15,229.27,-11.96,11
507,29902.45,199.02,-13.69,10
508,27484.58,174.85,-7.37,5
509,22301.96,123.02,-9.95,7
510,21980.88,119.81,-15.72,8
511,42967.65,329.68,-8.68,8
512,37323.9,273.24,-10.9,7
513,44229.3,342.29,-11.43,5
514,38876.82,288.77,-17.78,10
515,33830.21,238.3,-11.67,9
516,37685.35,276.85,-7.56,8
517,23381.91,133.82,-12.81,9
518,54535.91,445.36,-7.02,8
519,35255.94,252.56,-10.59,7
520,33835.8,238.36,-9.34,7
521,29994.63,199.95,-9.6,9
522,27038.34,170.38,-10.2,9
523,35453.22,254.53,-7.69,6
524,53572.51,435.73,-14.19,7
525,40089.56,300.9,-10.47,8
526,27772.58,177.73,-12.81,7
527,25742.94,157.43,-13.67,8
528,67658.74,576.59,-7.69,9
529,46586.66,365.87,-9.6,9
530,49702.31,397.02,-10.83,5
531,34649.8,246.5,-12.8,9
532,38257.17,282.57,-13.15,7
533,44205.26,342.05,-10.32,7
534,39241.51,292.42,-9.69,6
535,36060.36,260.6,-8.78,7
536,32966.74,229.67,-11.52,10
537,38373.42,283.73,-7.85,7
538,48924.14,389.24,-7.68,7
539,54261.48,442.61,-8.16,9
540,40773.11,307.73,-9.36,6
541,55979.61,459.8,-7.84,6
542,26209.98,162.1,-12.55,7
543,18243.45,82.43,-14.83,8
544,61834.07,518.34,-8.6,7
545,29151.25,191.51,-16.21,8
546,42588.72,325.89,-7.79,7
547,29465.86,194.66,-10.58,8
548,40952.96,309.53,-16.88,7
549,39774.94,297.75,-13.3,6
550,47940.36,379.4,-9.16,6
551,47316.9,373.17,-8.75,6
552,32700.12,227.0,-11.56,6
553,25465.64,154.66,-10.74,8
554,41711.72,317.12,-10.73,9
555,61864.53,518.65,-9.23,8
556,53523.87,435.24,-9.91,8
557,30870.99,208.71,-11.84,9
558,25485.2,154.85,-11.14,6
559,26910.76,169.11,-12.36,6
560,33237.73,232.38,-8.41,5
561,32773.34,227.73,-9.67,10
562,27513.09,175.13,-9.63,8
563,56076.77,460.77,-7.81,6
564,77511.43,675.11,-12.84,6
565,23382.18,133.82,-15.56,7
566,44738.49,347.38,-8.38,6
567,20452.02,104.52,-14.0,8
568,25384.4,153.84,-12.01,7
569,41062.28,310.62,-12.79,10
570,30678.76,206.79,-9.01,9
571,46981.43,369.81,-6.66,6
572,22080.41,120.8,-14.18,10
573,40600.5,306.0,-12.32,11
574,41545.73,315.46,-8.24,6
575,35844.18,258.44,-14.02,6
576,24091.43,140.91,-13.77,10
577,37841.46,278.41,-14.75,9
578,31173.16,211.73,-8.44,8
579,45870.31,358.7,-8.5,7
580,25972.77,159.73,-14.22,9
581,39865.88,298.66,-10.08,7
582,24654.92,146.55,-14.98,7
583,52262.82,422.63,-9.97,7
584,27917.99,179.18,-10.26,8
585,48643.43,386.43,-7.78,9
586,36898.76,268.99,-17.57,14
587,26954.53,169.55,-12.44,8
588,63238.29,532.38,-8.04,6
589,42743.6,327.44,-13.66,8
590,49867.17,398.67,-8.63,8
591,21160.78,111.61,-8.3,6
592,34901.34,249.01,-10.0,9
593,28205.51,182.06,-19.55,9
594,13524.12,35.24,-25.01,9
595,60180.14,501.8,-6.54,8
596,34285.36,242.85,-11.1,9
597,38923.07,289.23,-10.69,6
598,34710.41,247.1,-11.27,11
599,36701.83,267.02,-12.34,9
600,58950.49,489.5,-8.08,8
601,20650.66,106.51,-14.06,7
602,27894.39,178.94,-13.02,11
603,39521.03,295.21,-11.22,8
604,25274.66,152.75,-16.75,8
605,59199.38,491.99,-7.43,6
606,29367.81,193.68,-12.97,11
607,40341.44,303.41,-8.04,6
608,44564.35,345.64,-11.27,10
609,26793.63,167.94,-14.64,9
610,38619.25,286.19,-6.79,9
611,21036.13,110.36,-22.66,9
612,32625.93,226.26,-10.19,9
613,23328.42,133.28,-19.38,10
614,26494.73,164.95,-12.77,10
615,23096.4,130.96,-12.67,8
616,27354.5,173.54,-10.25,8
617,42878.33,328.78,-8.59,6
618,60771.63,507.72,-8.24,7
619,70584.88,605.85,-10.92,6
620,27333.47,173.33,-14.66,11
621,58617.98,486.18,-8.51,6
622,49496.94,394.97,-11.56,7
623,37726.49,277.26,-7.38,6
624,26945.4,169.45,-17.03,8
625,28471.52,184.72,-18.87,9
626,31756.07,217.56,-15.81,10
627,24175.09,141.75,-10.35,7
628,39780.14,297.8,-17.51,8
629,30628.28,206.28,-13.1,10
630,39285.42,292.85,-7.53,8
631,46180.06,361.8,-18.14,10
632,43053.11,330.53,-11.42,9
633,33466.75,234.67,-14.83,6
634,82457.1,724.57,-9.57,8
635,39170.89,291.71,-8.98,7
636,34731.38,247.31,-9.13,8
637,45931.98,359.32,-7.85,6
638,38933.6,289.34,-12.87,7
639,39622.83,296.23,-8.11,9
640,43678.94,336.79,-11.06,8
641,29333.18,193.33,-9.65,9
642,34879.83,248.8,-12.64,9
643,34505.41,245.05,-7.31,6
644,29328.72,193.29,-17.38,9
645,30757.58,207.58,-12.23,11
646,27782.8,177.83,-14.28,7
647,45950.31,359.5,-8.4,8
648,53114.04,431.14,-13.56,8
649,48320.54,383.21,-12.03,5
650,17932.49,79.32,-19.57,7
651,26281.53,162.82,-14.78,7
652,22487.93,124.88,-11.05,10
653,48878.67,388.79,-12.38,6
654,48734.17,387.34,-6.4,8
655,35208.79,252.09,-12.35,7
656,35538.69,255.39,-7.98,6
657,51784.72,417.85,-10.15,5
658,44409.04,344.09,-13.38,9
659,43861.33,338.61,-8.85,9
660,28628.19,186.28,-14.48,10
661,32016.35,220.16,-11.08,8
662,35642.95,256.43,-12.52,9
663,42653.57,326.54,-11.3,6
664,28849.96,188.5,-12.54,9
665,23173.77,131.74,-16.88,11
666,30106.04,201.06,-9.02,5
667,27742.76,177.43,-12.15,11
668,36916.5,269.16,-12.82,7
669,24223.52,142.24,-10.24,8
670,40098.24,300.98,-10.55,6
671,68731.68,587.32,-7.38,7
672,60218.9,502.19,-7.62,6
673,39015.23,290.15,-9.14,7
674,35282.13,252.82,-11.35,6
675,44534.0,345.34,-12.15,9
676,50879.99,408.8,-8.71,9
677,21661.22,116.61,-10.95,7
678,26040.12,160.4,-13.75,6
679,62938.88,529.39,-9.31,9
680,30387.64,203.88,-13.71,9
681,45828.53,358.29,-8.06,7
682,33017.92,230.18,-12.16,7
683,22672.05,126.72,-12.07,10
684,32383.41,223.83,-12.13,8
685,22143.54,121.44,-13.19,7
686,23907.6,139.08,-10.58,9
687,41643.82,316.44,-7.91,7
688,44873.31,348.73,-8.79,8
689,25462.01,154.62,-14.31,10
690,41755.03,317.55,-10.7,7
691,45788.92,357.89,-8.3,8
692,34616.35,246.16,-9.51,6
693,44144.33,341.44,-8.31,7
694,29683.85,196.84,-8.86,8
695,37543.86,275.44,-12.62,8
696,18926.67,89.27,-16.74,8
697,36221.91,262.22,-10.62,8
698,24958.08,149.58,-13.16,7
699,33782.06,237.82,-9.0,9
700,31277.35,212.77,-8.94,8
701,68541.98,585.42,-8.38,6
702,59870.1,498.7,-12.12,7
703,32924.12,229.24,-12.51,7
704,65445.29,554.45,-8.34,8
705,35549.07,255.49,-13.97,13
706,36333.16,263.33,-18.15,8
707,39570.51,295.71,-6.66,6
708,36261.58,262.62,-8.91,6
709,19294.81,92.95,-12.89,9
710,37356.82,273.57,-6.99,6
711,42156.1,321.56,-9.07,6
712,26040.93,160.41,-12.7,11
713,42482.61,324.83,-9.71,8
714,24804.91,148.05,-11.06,9
715,17835.74,78.36,-13.54,7
716,19081.62,90.82,-8.78,7
717,35443.27,254.43,-11.33,7
718,31823.92,218.24,-10.06,7
719,37729.49,277.29,-8.82,7
720,29123.01,191.23,-13.77,12
721,32543.96,225.44,-8.22,7
722,20206.93,102.07,-20.94,11
723,52255.87,422.56,-12.34,14
724,49365.73,393.66,-11.17,11
725,40020.95,300.21,-14.97,12
726,30289.08,202.89,-10.81,7
727,30073.59,200.74,-13.09,9
728,30173.44,201.73,-9.76,11
729,26713.52,167.14,-10.78,9
730,50156.79,401.57,-7.48,6
731,39915.64,299.16,-9.27,6
732,22870.53,128.71,-11.89,11
733,27285.28,172.85,-12.18,6
734,35132.02,251.32,-8.62,6
735,49713.25,397.13,-11.36,10
736,55801.54,458.02,-6.79,8
737,12320.34,23.2,-15.57,8
738,51648.89,416.49,-9.65,6
739,28831.43,188.31,-12.61,7
740,52294.66,422.95,-13.13,14
741,50210.27,402.1,-7.46,7
742,46705.71,367.06,-8.07,6
743,35268.35,252.68,-12.85,7
744,38588.5,285.88,-9.62,9
745,37226.46,272.26,-12.46,9
746,37757.08,277.57,-11.04,9
747,34463.86,244.64,-9.73,8
748,22057.87,120.58,-19.55,8
749,22810.88,128.11,-9.35,8
750,18096.64,80.97,-17.62,10
751,27010.83,170.11,-11.23,8
752,27061.54,170.62,-11.61,6
753,35402.06,254.02,-11.97,8
754,30397.78,203.98,-9.36,9
755,30207.64,202.08,-13.4,11
756,36554.86,265.55,-11.26,10
757,27574.48,175.74,-15.31,9
758,34965.61,249.66,-11.48,8
759,39108.56,291.09,-10.58,8
760,35893.2,258.93,-9.62,8
761,47074.18,370.74,-8.01,9
762,32392.09,223.92,-9.93,9
763,30701.66,207.02,-7.9,7
764,36498.17,264.98,-12.69,8
765,56661.52,466.62,-6.82,8
766,50328.55,403.29,-8.23,6
767,43140.32,331.4,-6.77,6
768,36337.07,263.37,-7.66,6
769,30962.44,209.62,-9.42,7
