run,final_capital,total_return_pct,max_drawdown_pct,max_consec_losses
304,10733.59,7.34,-3.94,4
305,9427.92,-5.72,-5.85,6
306,11007.67,10.08,-1.99,2
307,9320.88,-6.79,-9.56,10
308,8853.39,-11.47,-12.25,13
309,9344.72,-6.55,-8.18,6
310,9101.1,-8.99,-10.47,11
311,9403.87,-5.96,-5.96,6
312,10494.92,4.95,-1.99,2
313,9077.89,-9.22,-9.22,5
314,9608.06,-3.92,-4.05,4
315,9655.59,-3.44,-5.85,6
316,9937.47,-0.63,-5.61,5
317,9427.92,-5.72,-6.09,6
318,8853.39,-11.47,-11.47,11
319,9368.62,-6.31,-6.31,6
320,9937.47,-0.63,-2.97,3
321,10193.43,1.93,-3.94,4
322,9344.72,-6.55,-7.14,5
323,10002.32,0.02,-3.94,4
324,10284.19,2.84,-2.97,3
325,9766.48,-2.34,-3.56,3
326,8909.43,-10.91,-12.25,13
327,8853.39,-11.47,-11.47,9
328,9939.41,-0.61,-5.5,5
329,9766.48,-2.34,-4.41,4
330,9902.15,-0.98,-7.73,8
331,9077.89,-9.22,-10.47,11
332,10427.05,4.27,-3.94,4
333,10117.19,1.17,-3.94,4
334,9953.08,-0.47,-4.17,4
335,10515.79,5.16,-4.9,5
336,9333.7,-6.66,-8.99,9
337,9964.83,-0.35,-6.31,6
338,8830.8,-11.69,-13.13,14
339,9619.4,-3.81,-4.66,4
340,9976.59,-0.23,-5.26,4
341,10294.32,2.94,-3.94,4
342,9171.31,-8.29,-8.29,5
343,9655.59,-3.44,-6.79,7
344,9403.87,-5.96,-8.18,6
345,9077.89,-9.22,-9.9,6
346,10336.87,3.37,-3.94,4
347,9158.71,-8.41,-9.79,8
348,9067.18,-9.33,-11.36,12
349,10664.17,6.64,-2.97,3
350,9766.48,-2.34,-4.9,5
351,9937.47,-0.63,-3.22,3
352,10666.07,6.66,-3.33,3
353,9101.1,-8.99,-8.99,6
354,10191.44,1.91,-6.09,6
355,9077.89,-9.22,-9.22,6
356,8841.23,-11.59,-11.59,10
357,8909.43,-10.91,-12.25,13
358,9691.72,-3.08,-4.05,3
359,10439.36,4.39,-5.85,6
360,10169.23,1.69,-2.97,3
361,9617.52,-3.82,-5.5,5
362,9888.55,-1.11,-6.9,6
363,9403.87,-5.96,-8.88,8
364,9147.91,-8.52,-11.36,12
365,9691.72,-3.08,-6.2,5
366,9976.59,-0.23,-5.14,4
367,9990.53,-0.09,-4.3,4
368,9090.37,-9.1,-9.1,7
369,9951.14,-0.49,-5.01,4
370,8841.23,-11.59,-11.59,7
371,10691.27,6.91,-2.11,2
372,9427.92,-5.72,-6.79,7
373,9171.31,-8.29,-8.76,8
374,10203.47,2.03,-3.81,3
375,9403.87,-5.96,-9.79,10
376,10910.53,9.11,-2.97,3
377,9678.4,-3.22,-7.27,5
378,8853.39,-11.47,-11.47,12
379,9937.47,-0.63,-3.94,4
380,9113.62,-8.86,-10.57,11
381,9427.92,-5.72,-5.72,5
382,9320.88,-6.79,-6.79,7
383,9581.68,-4.18,-7.73,8
384,8841.23,-11.59,-11.59,11
385,9978.54,-0.21,-4.9,5
386,9939.41,-0.61,-5.85,6
387,9693.6,-3.06,-3.45,3
388,10014.13,0.14,-6.31,5
389,10016.08,0.16,-2.36,2
390,10014.13,0.14,-5.37,5
391,10638.86,6.39,-3.94,4
392,9368.62,-6.31,-7.83,8
393,9583.54,-4.16,-6.2,6
394,10296.33,2.96,-3.94,4
395,9344.72,-6.55,-7.38,7
396,10229.57,2.3,-4.9,5
397,10091.38,0.91,-6.31,6
398,9863.32,-1.37,-3.33,3
399,9594.86,-4.05,-5.85,6
400,8841.23,-11.59,-11.59,9
401,9403.87,-5.96,-6.44,5
402,9951.14,-0.49,-7.03,5
403,8600.58,-13.99,-13.99,15
404,10308.49,3.08,-4.9,5
405,9655.59,-3.44,-4.9,5
406,10503.39,5.03,-3.94,4
407,8841.23,-11.59,-11.59,12
408,9581.68,-4.18,-5.85,4
409,9754.96,-2.45,-5.96,5
410,9861.4,-1.39,-7.73,8
411,9320.88,-6.79,-8.3,7
412,9851.69,-1.48,-3.08,3
413,10269.85,2.7,-2.97,3
414,10117.19,1.17,-4.05,4
415,9500.65,-4.99,-8.65,9
416,9403.87,-5.96,-7.6,7
417,10761.04,7.61,-1.99,2
418,8600.58,-13.99,-13.99,15
419,9171.31,-8.29,-10.01,9
420,8600.58,-13.99,-13.99,15
421,9978.54,-0.21,-3.33,3
422,9766.48,-2.34,-7.73,8
423,10105.26,1.05,-3.81,3
424,9990.32,-0.1,-5.85,6
425,9414.97,-5.85,-8.88,9
426,9320.88,-6.79,-7.38,6
427,9863.32,-1.37,-5.26,4
428,10053.56,0.54,-3.22,3
429,8909.43,-10.91,-11.36,12
430,9427.92,-5.72,-7.96,8
431,9691.72,-3.08,-7.73,8
432,9927.69,-0.72,-6.2,4
433,9693.6,-3.06,-5.37,4
434,8909.43,-10.91,-12.25,13
435,9368.62,-6.31,-6.31,6
436,10131.11,1.31,-4.9,5
437,8853.39,-11.47,-11.47,11
438,9229.37,-7.71,-12.25,13
439,9368.62,-6.31,-6.31,5
440,10517.84,5.18,-2.97,3
441,9113.62,-8.86,-8.86,6
442,9090.37,-9.1,-9.1,7
443,9925.75,-0.74,-4.9,4
444,9427.92,-5.72,-7.03,7
445,9392.78,-6.07,-8.99,9
446,9644.21,-3.56,-6.55,4
447,9766.48,-2.34,-6.2,5
448,9229.37,-7.71,-9.56,10
449,9067.18,-9.33,-9.33,6
450,9416.81,-5.83,-8.18,5
451,10257.74,2.58,-3.94,4
452,10584.42,5.84,-2.6,2
453,9392.78,-6.07,-8.65,9
454,9680.29,-3.2,-4.9,5
455,9158.71,-8.41,-8.41,6
456,9147.91,-8.52,-11.36,12
457,10571.94,5.72,-2.97,3
458,9101.1,-8.99,-8.99,8
459,10296.33,2.96,-3.33,3
460,9440.89,-5.59,-7.83,7
461,9403.87,-5.96,-8.88,7
462,8853.39,-11.47,-11.47,9
463,9392.78,-6.07,-6.31,5
464,10091.38,0.91,-2.97,3
465,9368.62,-6.31,-6.31,5
466,9680.29,-3.2,-5.85,6
467,9500.65,-4.99,-6.79,7
468,10814.24,8.14,-1.99,2
469,8830.8,-11.69,-11.69,8
470,9978.54,-0.21,-4.17,3
471,9753.06,-2.47,-4.41,4
472,9939.41,-0.61,-5.85,6
473,9101.1,-8.99,-10.69,11
474,9416.81,-5.83,-5.83,5
475,9594.86,-4.05,-7.83,8
476,9344.72,-6.55,-7.73,8
477,9741.56,-2.58,-9.56,10
478,9344.72,-6.55,-10.47,11
479,10153.24,1.53,-3.22,3
480,10255.74,2.56,-3.94,4
481,9849.77,-1.5,-6.79,7
482,9766.48,-2.34,-6.9,7
483,10002.32,0.02,-4.41,4
484,9101.1,-8.99,-10.57,11
485,9414.97,-5.85,-9.1,7
486,10229.57,2.3,-5.39,4
487,9914.05,-0.86,-3.58,3
488,11380.83,13.81,-1.99,2
489,9333.7,-6.66,-8.07,7
490,9583.54,-4.16,-6.55,5
491,9171.31,-8.29,-9.67,8
492,9691.72,-3.08,-6.2,5
493,9680.29,-3.2,-5.85,6
494,10296.33,2.96,-3.94,4
495,9953.08,-0.47,-3.08,3
496,9500.65,-4.99,-5.83,4
497,10217.51,2.18,-3.94,4
498,10624.02,6.24,-5.14,4
499,9937.47,-0.63,-5.85,6
500,8841.23,-11.59,-12.25,13
501,9606.18,-3.94,-5.26,5
502,9630.75,-3.69,-5.39,4
503,9500.65,-4.99,-9.1,7
504,9939.41,-0.61,-4.9,5
505,9741.56,-2.58,-6.79,7
506,8841.23,-11.59,-12.25,13
507,9101.1,-8.99,-11.36,12
508,9964.83,-0.35,-3.08,3
509,9229.37,-7.71,-10.47,11
510,8853.39,-11.47,-11.47,7
511,9500.65,-4.99,-6.79,7
512,9754.96,-2.45,-6.79,7
513,9427.92,-5.72,-8.76,6
514,10014.13,0.14,-5.85,6
515,10039.74,0.4,-5.14,5
516,9355.75,-6.44,-6.44,5
517,10310.49,3.1,-4.9,5
518,9606.18,-3.94,-5.61,5
519,9668.87,-3.31,-6.2,5
520,9487.6,-5.12,-5.12,5
521,9147.91,-8.52,-10.47,11
522,9320.88,-6.79,-8.07,6
523,9581.68,-4.18,-6.09,6
524,9414.97,-5.85,-5.85,4
525,8830.8,-11.69,-11.69,7
526,10127.34,1.27,-4.9,5
527,10349.07,3.49,-3.94,4
528,9416.81,-5.83,-5.85,6
529,9440.89,-5.59,-5.96,6
530,9680.29,-3.2,-5.85,6
531,10177.23,1.77,-3.46,3
532,10308.49,3.08,-3.94,4
533,9766.48,-2.34,-3.94,4
534,9355.75,-6.44,-7.96,8
535,9951.14,-0.49,-4.54,4
536,10895.54,8.96,-3.94,4
537,9077.89,-9.22,-9.22,6
538,9147.91,-8.52,-10.8,10
539,10294.32,2.94,-2.97,3
540,9171.31,-8.29,-10.47,11
541,9705.05,-2.95,-5.48,5
542,9392.78,-6.07,-6.07,6
543,9090.37,-9.1,-10.47,11
544,9392.78,-6.07,-6.31,5
545,9158.71,-8.41,-10.01,10
546,9666.99,-3.33,-5.72,5
547,10375.76,3.76,-3.94,4
548,9067.18,-9.33,-9.33,7
549,9978.54,-0.21,-4.3,3
550,9147.91,-8.52,-8.65,9
551,8909.43,-10.91,-11.36,12
552,8841.23,-11.59,-11.59,11
553,9766.48,-2.34,-6.2,6
554,9666.99,-3.33,-4.9,5
555,9427.92,-5.72,-5.85,6
556,10611.49,6.11,-5.85,6
557,10966.64,9.67,-2.97,3
558,10257.74,2.58,-4.3,3
559,10193.43,1.93,-2.97,3
560,10014.13,0.14,-7.73,8
561,9678.4,-3.22,-4.19,4
562,9766.48,-2.34,-4.9,5
563,10217.51,2.18,-3.94,4
564,9841.82,-1.58,-5.85,6
565,9416.81,-5.83,-9.67,6
566,9101.1,-8.99,-9.67,8
567,9416.81,-5.83,-8.18,6
568,10375.76,3.76,-3.94,4
569,9427.92,-5.72,-7.83,6
570,10245.64,2.46,-2.97,3
571,10718.8,7.19,-3.94,4
572,9088.6,-9.11,-9.11,9
573,10414.58,4.15,-1.99,2
574,9606.18,-3.94,-7.83,6
575,9101.1,-8.99,-10.57,7
576,9655.59,-3.44,-3.94,4
577,9876.89,-1.23,-3.45,3
578,10027.91,0.28,-6.2,5
579,10322.67,3.23,-2.97,3
580,10322.67,3.23,-3.94,4
581,10598.98,5.99,-2.97,3
582,9147.91,-8.52,-8.52,8
583,10678.66,6.79,-2.97,3
584,9606.18,-3.94,-5.74,4
585,9678.4,-3.22,-3.71,3
586,8909.43,-10.91,-10.91,10
587,9309.89,-6.9,-6.9,5
588,10269.85,2.7,-3.94,4
589,9414.97,-5.85,-7.25,7
590,9606.18,-3.94,-6.2,6
591,8841.23,-11.59,-11.59,10
592,9990.53,-0.09,-4.9,5
593,9090.37,-9.1,-9.1,8
594,10181.24,1.81,-3.94,4
595,10179.21,1.79,-7.73,8
596,9583.54,-4.16,-7.83,5
597,10217.51,2.18,-3.08,3
598,9344.72,-6.55,-9.56,10
599,9368.62,-6.31,-8.07,6
600,8909.43,-10.91,-11.36,12
601,9090.37,-9.1,-9.56,10
602,9630.75,-3.69,-7.14,7
603,10322.67,3.23,-5.85,6
604,8909.43,-10.91,-13.13,14
605,9754.96,-2.45,-5.26,4
606,10990.41,9.9,-2.24,2
607,9828.3,-1.72,-5.37,5
608,10179.21,1.79,-5.26,5
609,9392.78,-6.07,-6.07,4
610,9754.96,-2.45,-7.14,5
611,10016.08,0.16,-6.2,5
612,11114.65,11.15,-1.0,1
613,9668.87,-3.31,-6.31,6
614,9964.83,-0.35,-5.01,5
615,9229.37,-7.71,-12.25,13
616,9851.69,-1.48,-5.85,6
617,9158.71,-8.41,-9.79,8
618,9976.59,-0.23,-3.94,4
619,9680.29,-3.2,-5.85,6
620,9655.59,-3.44,-6.31,5
621,9416.81,-5.83,-6.66,6
622,10041.7,0.42,-4.05,4
623,9476.42,-5.24,-7.25,5
624,9718.4,-2.82,-8.76,6
625,9828.3,-1.72,-3.94,4
626,9964.83,-0.35,-3.94,4
627,9077.89,-9.22,-10.47,11
628,9331.88,-6.68,-7.14,7
629,8853.39,-11.47,-11.47,11
630,9666.99,-3.33,-6.79,7
