symbol,group,playbook,year,score,regime_score,setup_score,trigger_score,rr,rsi,adx,rs20,extension_pct,vol_ratio,pullback_atr,trend_quality,confluence_count,vix_proxy,mfe_pct,mae_pct,status,target_binary
MSFT,Tech,breakout,2023,10.5000,4.2500,3.1000,3.1500,1.8600,57.9100,18.2300,2.8000,8.6400,1.0300,1.0800,0.5800,2,17.2100,6.5867,-2.4361,hit_target,1
MSFT,Tech,breakout,2023,7.8400,4.5400,1.0500,2.2500,2.3000,72.0600,19.2700,9.2400,15.9100,0.9900,2.9200,0.7200,2,14.8100,6.2876,-0.5355,expired,0
MSFT,Tech,breakout,2023,8.7700,4.6700,2.0000,2.1000,3.4600,72.5300,29.2700,8.5900,18.0200,1.0100,3.0500,0.7800,2,14.1600,3.5961,-2.1727,expired,0
MSFT,Tech,breakout,2024,9.0500,4.6000,2.0000,2.4500,2.2300,70.6600,23.6000,5.6200,16.8900,1.1400,2.2300,0.7500,2,13.8400,5.4452,-0.4085,hit_target,1
MSFT,Tech,breakout,2024,9.1000,4.7000,2.0000,2.4000,2.9000,75.8300,33.4400,4.9900,19.2600,1.1200,2.7800,0.8000,3,13.1400,4.0680,-1.7707,expired,0
MSFT,Tech,breakout,2024,9.4600,4.4600,2.5500,2.4500,2.0100,65.0400,22.8800,1.0900,18.8400,1.0000,1.9700,0.6800,2,12.9200,0.6232,-1.7402,hit_stop,0
MSFT,Tech,breakout,2024,7.8800,4.4300,1.0500,2.4000,2.6900,72.8100,18.0900,3.3700,15.8400,1.1200,2.6600,0.6700,3,12.7500,4.9406,-1.1270,expired,0
MSFT,Tech,breakout,2024,8.6200,4.3700,2.0000,2.2500,3.7300,69.5300,24.4400,6.2800,16.3700,0.9800,2.1500,0.6400,2,12.2200,2.2174,-4.1489,hit_stop,0
MSFT,Tech,breakout,2024,9.2700,3.0700,2.6000,3.6000,1.5000,56.5800,19.8900,0.0800,4.6800,1.0900,1.0600,0.5400,3,17.6900,3.7621,-2.7100,expired,0
MSFT,Tech,breakout,2024,7.6500,4.6500,2.0000,1.0000,2.6500,69.6500,26.5000,4.7500,8.7100,0.9600,2.0900,0.7700,0,13.9200,1.7931,-2.2917,hit_stop,0
MSFT,Tech,breakout,2025,6.5100,2.7600,0.6500,3.6000,1.2500,69.2700,18.3100,12.3900,5.1200,2.0100,2.8000,0.6800,3,24.6000,6.5204,-0.4066,expired,0
MSFT,Tech,breakout,2025,6.2500,3.7500,2.0000,1.0000,3.5200,71.7600,24.2300,9.2100,7.8800,0.9700,2.6300,0.7000,0,22.4800,3.9084,-1.3814,expired,0
MSFT,Tech,breakout,2025,8.3600,4.5100,2.0000,1.8500,2.2500,69.9400,38.1700,2.8800,11.6900,1.6600,1.8900,0.7000,1,18.5700,6.5833,-0.1322,hit_target,1
MSFT,Tech,breakout,2025,7.1400,4.6400,2.0000,0.5000,2.3600,73.5200,46.2500,4.0400,14.4800,0.9900,2.1300,0.7700,0,20.1400,5.9744,-1.1919,hit_target,1
MSFT,Tech,breakout,2025,12.1900,5.1400,2.5500,3.7000,1.6500,65.0400,18.8200,2.3000,13.2800,1.0500,1.8300,0.7200,4,16.3700,0.7013,-2.6085,hit_stop,0
NVDA,Tech,breakout,2025,7.2600,3.7600,1.0500,2.4500,3.7300,72.5500,19.7500,16.7100,14.3100,1.0100,3.1100,0.7100,2,17.8300,9.5249,-2.4397,expired,0
NVDA,Tech,breakout,2025,9.0200,4.6900,1.4300,2.9000,1.4900,73.8800,40.1600,10.8800,25.1200,1.2900,3.0400,0.8000,3,16.7600,7.5942,-2.9159,hit_target,1
NVDA,Tech,breakout,2025,8.2400,4.6500,1.1900,2.4000,2.6500,73.4500,45.5000,9.8300,28.9500,1.0100,2.9100,0.7700,3,15.9400,9.5651,-1.0384,hit_target,1
NVDA,Tech,pullback,2025,8.2600,3.0400,3.5200,1.7000,1.1500,57.5300,18.5200,2.9200,25.3100,1.0500,0.8700,0.5200,2,17.6000,0.1431,-11.6442,hit_stop,0
NVDA,Tech,breakout,2026,7.2300,4.3300,0.6500,2.2500,2.3700,68.0700,18.7100,3.1700,12.6100,0.9700,2.7300,0.6100,2,18.3600,9.8263,-0.8205,hit_target,1
NVDA,Tech,breakout,2026,9.3700,4.4700,2.0000,2.9000,3.6300,71.5000,23.6100,10.9500,17.9500,1.4200,2.8400,0.6800,3,18.7100,2.5013,-5.1506,hit_stop,0
AMZN,Tech,breakout,2023,9.3800,3.7300,2.5500,3.1000,2.1400,63.4100,21.7200,11.4600,6.8800,1.1400,1.7900,0.6900,3,16.9400,8.3274,-2.5945,hit_target,1
AMZN,Tech,breakout,2023,9.5400,4.6400,2.0000,2.9000,2.3800,71.9800,29.9300,12.0300,13.9300,1.0100,3.0200,0.7700,3,16.0500,9.1034,-2.5606,expired,0
AMZN,Tech,breakout,2023,9.4600,4.5600,2.0000,2.9000,2.7200,68.5700,33.2400,12.9200,15.0100,1.4900,2.4300,0.7300,3,17.9500,5.7308,-1.8773,expired,0
AMZN,Tech,breakout,2023,8.0000,4.4500,1.5500,2.0000,2.1500,68.4600,32.8900,7.3800,20.9000,1.4100,2.0400,0.6700,2,12.9100,5.6599,-2.6367,expired,0
AMZN,Tech,breakout,2023,9.1700,4.4300,1.5400,3.2000,1.3000,66.4700,27.8500,2.7000,21.5300,1.1200,1.9800,0.6700,2,13.6100,1.0627,-3.8867,hit_stop,0
AMZN,Tech,breakout,2023,10.8900,4.4300,2.0600,3.6000,1.2500,65.4600,19.8300,5.6600,22.8400,2.4600,2.1300,0.6600,4,17.1000,0.4694,-6.7345,hit_stop,0
AMZN,Tech,breakout,2023,8.7700,4.3700,2.5500,1.8500,3.2400,65.2200,22.2000,4.9800,17.5800,1.0700,1.7500,0.6400,1,12.6900,4.9171,-3.4089,expired,0
AMZN,Tech,breakout,2023,7.8400,4.3900,0.5500,2.9000,1.3200,68.0500,18.2300,1.0000,19.7300,1.2100,2.1500,0.6500,3,12.5600,1.7855,-2.9496,hit_stop,0
AMZN,Tech,breakout,2024,11.3100,4.9600,2.5500,3.8000,1.8600,62.7900,18.0000,2.1700,17.5300,1.0300,1.5800,0.6300,3,12.4400,0.9510,-2.3578,hit_stop,0
AMZN,Tech,breakout,2024,9.5000,4.3000,2.0500,3.1500,2.4200,64.6600,18.9000,0.2300,17.7200,1.0100,1.5200,0.6000,2,13.4500,8.2591,-2.8430,hit_target,1
AMZN,Tech,breakout,2024,9.6200,4.4300,1.9900,3.2000,2.6500,65.3100,28.2600,6.7300,24.8500,1.0400,1.9900,0.6600,2,14.5400,2.5270,-2.4075,expired,0
AMZN,Tech,breakout,2024,8.5900,4.4500,1.4400,2.7000,3.0900,66.3900,29.4500,8.6700,24.9000,1.0300,1.9700,0.6800,2,13.4000,1.4702,-3.4135,hit_stop,0
AMZN,Tech,breakout,2024,9.1600,4.5200,1.4900,3.1500,1.9300,66.3800,28.6500,3.6500,23.7200,1.2000,1.7900,0.7100,2,16.0300,1.3512,-4.5877,hit_stop,0
AMZN,Tech,breakout,2024,9.0600,4.6100,1.5500,2.9000,2.7300,67.8200,24.8700,7.7900,20.8600,1.0500,2.4400,0.7600,3,12.0300,1.2837,-2.9147,hit_stop,0
AMZN,Tech,breakout,2024,8.3100,4.3600,1.0500,2.9000,2.4600,67.0100,18.4200,7.8600,12.6400,1.0100,2.2700,0.6300,3,15.8900,0.4026,-4.6968,hit_stop,0
AMZN,Tech,breakout,2024,11.4200,5.1200,2.0000,3.5000,1.9800,67.3900,21.6300,3.9800,19.8400,1.1400,2.5000,0.7100,4,13.4500,5.5493,-0.9151,expired,0
AMZN,Tech,breakout,2024,8.9000,4.5900,1.4100,2.9000,3.5100,72.5700,34.2200,11.3700,25.5500,1.0200,2.9900,0.7400,3,14.6900,0.2730,-4.6193,hit_stop,0
AMZN,Tech,breakout,2025,8.4200,4.4200,1.0500,2.9500,2.3600,66.4100,19.8100,5.1600,7.7300,0.9700,1.7900,0.6600,2,16.7700,3.2475,-4.3685,expired,0
AMZN,Tech,pullback,2025,9.9300,4.2300,4.0000,1.7000,1.2800,57.1400,20.3900,0.7700,6.4800,1.0100,0.5900,0.5700,2,17.4800,5.2412,-0.5208,hit_target,1
AMZN,Tech,breakout,2025,10.0200,4.3700,2.5500,3.1000,1.8500,64.0400,24.1300,1.5400,11.2900,1.1500,1.5400,0.6400,3,16.4000,4.5668,-5.9240,hit_stop,0
AMZN,Tech,breakout,2025,8.3300,4.5800,2.0000,1.7500,2.2900,68.2600,26.1400,5.0500,13.6600,1.0000,2.1000,0.7400,2,15.3900,1.3628,-8.8065,hit_stop,0
GOOGL,Tech,breakout,2023,10.1900,4.5900,2.0000,3.6000,1.6700,73.4100,20.7100,8.8300,14.5800,2.2200,3.0600,0.7400,3,16.9300,8.4920,-0.0861,hit_target,1
GOOGL,Tech,breakout,2023,7.5400,4.4900,0.6000,2.4500,2.5000,69.5900,19.3300,7.0200,20.2600,1.0300,2.4800,0.6900,2,13.3300,1.4146,-3.3644,hit_stop,0
GOOGL,Tech,breakout,2023,9.6300,4.4800,2.0000,3.1500,1.6300,66.1400,20.4700,5.6700,18.8100,1.1500,1.7100,0.6900,2,13.5700,2.7466,-3.9649,hit_stop,0
GOOGL,Tech,breakout,2023,9.8400,4.3400,2.5500,2.9500,2.1500,65.5600,22.2900,4.8700,18.5800,0.9800,1.5000,0.6200,2,12.8200,1.8666,-2.1887,hit_stop,0
GOOGL,Tech,breakout,2023,10.6100,4.4600,2.5500,3.6000,2.1300,64.6200,19.0000,4.7500,17.5500,1.0200,1.8600,0.6800,3,16.0900,0.9614,-3.0851,hit_stop,0
GOOGL,Tech,breakout,2024,9.3600,4.4600,2.0000,2.9000,1.7800,68.8000,21.5500,5.5200,14.6800,1.4100,2.1100,0.6800,3,13.3000,5.4082,-4.1264,hit_stop,0
GOOGL,Tech,breakout,2024,10.1900,4.4400,2.1500,3.6000,1.9200,62.7700,21.1200,2.1000,11.5400,1.8600,2.0700,0.6700,3,14.3300,7.1351,-0.8513,hit_target,1
GOOGL,Tech,breakout,2024,9.5900,4.4900,2.0000,3.1000,2.8900,66.3400,29.3900,11.8600,15.9100,1.0500,1.9800,0.7000,3,14.9800,2.1095,-3.8493,hit_stop,0
GOOGL,Tech,breakout,2024,10.1300,4.3800,2.1500,3.6000,2.8200,62.1700,22.2500,2.9500,5.7700,1.0900,1.6100,0.6400,3,19.2600,2.4755,-2.8405,hit_stop,0
GOOGL,Tech,breakout,2025,10.1900,4.4400,2.5500,3.2000,1.6200,61.3500,22.6400,1.9200,16.7700,1.2600,1.2200,0.6700,2,15.0600,1.3929,-3.7398,hit_stop,0
GOOGL,Tech,breakout,2025,10.5100,4.3600,2.5500,3.6000,1.5200,63.8300,19.4100,5.0900,18.7600,1.2800,1.7300,0.6300,3,16.4300,1.7995,-7.5520,hit_stop,0
GOOGL,Tech,breakout,2025,8.8400,3.7400,2.0000,3.1000,2.1300,66.6100,21.2600,9.4000,6.2900,1.4400,2.0000,0.6900,3,16.9500,0.6698,-6.0847,hit_stop,0
GOOGL,Tech,breakout,2025,9.3800,4.4800,2.0000,2.9000,2.8900,72.2200,22.4800,8.2700,11.6900,1.1200,2.5400,0.6900,3,16.6500,6.7885,-1.9217,expired,0
GOOGL,Tech,breakout,2025,9.4900,4.5900,2.0000,2.9000,2.5100,71.7800,35.4300,9.6100,16.2100,1.0100,2.4100,0.7400,3,15.1500,6.5948,-2.3688,expired,0
GOOGL,Tech,breakout,2025,9.1900,4.4400,2.0000,2.7500,2.0800,68.9400,34.9400,5.3900,17.0400,1.3700,1.7600,0.6700,1,14.2200,11.4693,-0.8963,hit_target,1
GOOGL,Tech,breakout,2026,9.4100,4.3600,2.1500,2.9000,2.1100,62.0200,25.5000,3.2500,16.3500,1.1400,2.0600,0.6300,3,21.0400,10.3619,-1.4218,hit_target,1
GOOGL,Tech,breakout,2026,7.5600,4.4600,1.5000,1.6000,4.4400,69.0400,29.5600,11.9200,23.1800,1.0200,2.5200,0.6800,2,18.7100,14.7181,-1.2452,hit_target,1
META,Tech,breakout,2024,8.1800,4.4900,1.2900,2.4000,2.5800,70.8400,21.5200,10.3200,27.6200,1.3600,2.6700,0.7000,3,12.6900,8.8529,-3.1203,hit_target,1
META,Tech,breakout,2024,8.4800,4.4700,1.1100,2.9000,2.2800,72.5800,25.8100,7.8500,29.9300,1.4200,2.8100,0.6800,3,13.3000,26.3481,-0.6604,hit_target,1
META,Tech,breakout,2024,7.5800,4.5600,0.5700,2.4500,2.4500,72.6400,18.8200,5.3500,22.4700,1.1500,2.3700,0.7300,2,15.8900,6.8965,-0.3014,expired,0
META,Tech,breakout,2024,7.7100,4.5600,1.5000,1.6500,3.0900,75.8100,26.2900,9.4400,23.3900,1.2200,2.1000,0.7300,1,19.2600,5.7529,-1.3417,expired,0
META,Tech,breakout,2024,8.4900,4.5700,1.5200,2.4000,2.3900,69.9300,20.7800,3.3700,22.4100,1.4400,2.5100,0.7300,3,12.7700,3.3746,-3.3615,hit_stop,0
META,Tech,pullback,2025,8.8600,3.2600,4.5000,1.1000,1.1500,55.3700,18.8200,2.9000,16.4500,1.5200,0.5700,0.6300,2,19.5400,9.7179,-2.7303,hit_target,1
META,Tech,breakout,2025,9.7700,4.8200,1.3500,3.6000,2.4600,74.1400,36.4300,13.3400,26.7400,1.9300,2.5800,0.8600,3,15.8400,9.6167,-1.9914,expired,0
META,Tech,breakout,2025,9.0600,4.5600,1.6000,2.9000,3.2000,69.7600,22.8600,14.5800,14.7200,1.0700,2.9400,0.7300,3,18.2200,6.1289,-4.8343,expired,0
META,Tech,breakout,2025,9.3500,4.4500,2.0000,2.9000,2.1900,69.7800,26.8800,7.8000,15.5500,1.2500,2.2200,0.6800,3,18.3600,7.1433,-0.1121,expired,0
META,Tech,breakout,2025,9.6000,4.4000,2.0000,3.2000,2.6000,66.5300,33.6900,8.5800,19.5300,1.1500,1.9600,0.6500,2,17.4800,4.6951,-2.4147,expired,0
META,Tech,breakout,2025,10.6400,5.1100,0.5300,4.2000,1.2500,69.6800,19.4100,6.5200,24.0100,3.1000,2.9800,0.7000,5,16.7200,4.7697,-3.8158,expired,0
META,Tech,breakout,2025,9.4200,4.5100,2.0100,2.9000,2.4400,65.5900,24.7600,7.9000,24.4400,1.0900,2.3400,0.7000,3,14.7300,2.3616,-2.7408,hit_stop,0
META,Tech,breakout,2025,7.9400,2.6400,2.1500,3.1500,2.6300,59.8500,28.2500,6.5100,0.7800,1.0600,1.7800,0.6200,2,15.4100,0.1070,-3.0688,hit_stop,0
META,Tech,breakout,2026,7.8900,2.6400,1.6500,3.6000,2.0400,60.4100,22.5700,0.3800,1.5100,1.1900,1.6600,0.6200,3,16.1500,10.3039,-1.2454,hit_target,1
TSLA,Consumer,breakout,2023,7.7800,2.8800,2.0000,2.9000,2.5400,70.3100,24.9900,23.1800,2.9500,1.0600,2.7300,0.7400,3,17.4600,16.1114,-1.5894,hit_target,1
TSLA,Consumer,breakout,2024,7.9400,1.7900,2.5500,3.6000,1.6000,65.2400,19.3800,7.8000,-0.0800,1.3300,1.9900,0.6900,3,12.5500,15.9108,-2.1498,hit_target,1
TSLA,Consumer,breakout,2024,9.9200,4.4700,2.5500,2.9000,1.9500,64.5700,18.2800,11.8200,19.5800,1.1200,2.1200,0.6900,3,15.8900,4.8784,-7.9987,hit_stop,0
TSLA,Consumer,breakout,2024,9.5000,4.4600,1.4400,3.6000,2.2900,67.7900,26.8300,2.0300,24.9500,1.9200,2.9900,0.6800,3,20.3300,0.1777,-5.7692,hit_stop,0
TSLA,Consumer,breakout,2025,8.7100,3.8100,2.0000,2.9000,2.7200,70.0500,21.5700,23.5300,16.1900,1.2300,2.7800,0.7300,3,18.2200,8.0420,-19.7244,hit_stop,0
TSLA,Consumer,breakout,2025,8.4300,4.5500,1.4800,2.4000,2.5100,70.5100,31.4500,19.6200,24.0800,1.1300,2.5500,0.7200,3,18.9600,0.6625,-8.7492,hit_stop,0
BRK-B,Finance,breakout,2023,9.6500,4.4000,2.0500,3.2000,2.7600,65.5300,22.9400,0.0600,8.6300,1.2100,1.5900,0.6500,2,13.5900,3.2760,-0.3970,expired,0
BRK-B,Finance,breakout,2023,10.0800,4.4800,2.0000,3.6000,2.0300,68.7300,31.7400,1.5300,10.3700,1.0400,1.8700,0.6900,3,15.9200,2.5019,-1.7204,expired,0
BRK-B,Finance,breakout,2023,10.1100,4.3600,2.5500,3.2000,1.7200,65.2800,20.7900,2.6100,10.5200,1.0900,1.4500,0.6300,2,13.8800,3.1326,-0.7569,hit_target,1
BRK-B,Finance,breakout,2023,9.7100,4.5600,2.0000,3.1500,2.0600,68.7300,27.1700,1.3700,11.0600,1.1200,1.7000,0.7300,2,13.8000,1.0858,-3.2654,hit_stop,0
BRK-B,Finance,breakout,2023,9.1300,4.6300,2.0000,2.5000,2.6900,71.8100,35.3300,3.0800,11.9000,0.9800,1.9900,0.7600,1,14.0000,0.0027,-2.2594,hit_stop,0
BRK-B,Finance,breakout,2023,9.4800,4.2300,1.6500,3.6000,2.0400,59.7800,31.9100,0.3800,4.8300,1.4800,1.6900,0.5600,3,14.9100,0.0404,-0.7237,hit_stop,0
BRK-B,Finance,breakout,2023,9.0800,4.3300,1.1500,3.6000,2.6200,61.8200,22.4300,-0.3500,5.2800,1.0700,1.6900,0.6100,3,14.1600,1.5093,-1.9397,expired,0
BRK-B,Finance,breakout,2024,9.5500,4.3500,2.0500,3.1500,1.8800,60.5900,19.2900,0.3300,6.6300,1.1300,1.2600,0.6300,2,13.1900,2.2710,-0.1342,hit_target,1
BRK-B,Finance,breakout,2024,9.5500,4.6500,2.0000,2.9000,3.0800,73.5200,34.7000,1.6500,12.1500,1.1400,3.1500,0.7700,3,13.8500,6.6540,-0.0743,hit_target,1
BRK-B,Finance,pullback,2024,10.1800,4.7800,4.0000,1.4000,1.1500,59.6800,23.6800,0.7700,10.2100,0.7800,1.1100,0.5400,2,16.1900,8.0172,-0.2491,hit_target,1
BRK-B,Finance,breakout,2024,8.0400,4.2900,2.0500,1.7000,3.3500,65.8100,22.5100,0.3200,12.0700,0.9700,1.7000,0.6000,0,17.5500,6.4813,-0.4327,hit_target,1
BRK-B,Finance,breakout,2024,11.1000,4.8500,1.6500,3.8000,1.6700,60.6500,21.4200,0.4400,10.5200,1.8700,1.7500,0.5800,4,16.2700,6.4267,-0.5368,hit_target,1
BRK-B,Finance,breakout,2024,9.5600,4.3600,2.0500,3.1500,2.4400,59.7700,20.7400,0.9800,10.1100,1.4800,1.3300,0.6300,2,16.1400,4.4395,-2.3939,hit_stop,0
BRK-B,Finance,breakout,2024,9.9000,4.4000,2.5500,2.9500,2.8500,63.7900,21.3400,2.1200,11.0100,0.9700,1.7000,0.6500,2,15.2400,2.8168,-2.4467,hit_stop,0
BRK-B,Finance,breakout,2025,9.4900,4.5900,2.0000,2.9000,2.0900,72.0300,28.4500,16.0300,15.2300,1.0700,2.5500,0.7500,3,20.5100,2.5319,-6.2223,hit_stop,0
BRK-B,Finance,breakout,2025,7.9700,4.6700,2.0000,1.3000,2.5200,72.3000,38.0400,11.9900,16.2200,0.9800,2.3200,0.7900,1,18.3300,0.2186,-3.0541,hit_stop,0
BRK-B,Finance,breakout,2025,8.6800,3.9800,1.1500,3.5500,2.3200,59.4200,22.7000,-0.2400,1.1800,0.9600,1.5100,0.6100,3,15.5700,4.1910,-1.1103,expired,0
BRK-B,Finance,breakout,2025,9.6600,4.3600,2.1500,3.1500,2.7600,63.5200,24.2600,1.7300,2.5200,1.6300,1.7100,0.6300,2,14.6200,1.9336,-2.3613,expired,0
BRK-B,Finance,breakout,2025,8.4500,4.5000,1.0500,2.9000,2.1800,69.3400,19.9200,3.2500,5.5700,1.4300,2.8100,0.7000,3,20.0000,0.1038,-1.9834,hit_stop,0
BRK-B,Finance,pullback,2025,10.2600,4.1600,4.5000,1.6000,1.1500,61.0500,20.1200,6.4500,4.2200,2.2100,1.1700,0.5300,2,20.5200,1.4924,-3.9921,expired,0
BRK-B,Finance,breakout,2026,9.2900,3.5400,2.1500,3.6000,2.0900,62.3700,26.8500,1.7700,2.7600,2.0200,1.9100,0.7000,3,18.6400,1.0869,-2.4535,hit_stop,0
BRK-B,Finance,pullback,2026,10.2700,4.3200,4.5000,1.4500,1.4400,57.3500,24.0200,7.0400,2.2600,0.9800,0.8300,0.6100,2,18.6300,0.1050,-3.4974,hit_stop,0
V,Finance,breakout,2023,9.1400,4.4900,1.5500,3.1000,2.7000,64.0600,24.1800,-0.3200,7.1400,2.2800,1.9900,0.7000,3,14.1600,3.5400,-1.2028,expired,0
V,Finance,breakout,2023,8.8300,4.4300,1.5000,2.9000,3.5500,70.9800,28.1500,0.7200,8.9900,1.0800,2.4800,0.6600,3,13.3500,3.5642,-1.0150,expired,0
V,Finance,breakout,2023,7.8400,4.4400,1.0000,2.4000,3.4300,73.9600,29.6000,-0.1700,10.2800,1.0900,2.6000,0.6700,3,12.9200,2.8682,-1.4732,expired,0
V,Finance,breakout,2023,7.8000,4.4500,1.0000,2.3500,2.6300,69.3100,29.7700,-0.2600,9.4900,1.0600,1.5000,0.6700,1,12.6300,1.5821,-1.8136,expired,0
V,Finance,breakout,2024,8.6900,4.4900,1.0000,3.2000,1.6900,66.6800,31.2200,-0.4200,10.3300,1.2300,1.6100,0.6900,2,12.7600,2.1435,-1.1715,hit_target,1
V,Finance,breakout,2024,10.1100,4.5100,2.0000,3.6000,2.1000,71.8200,34.8700,2.7000,11.1200,1.0100,1.9100,0.7000,3,14.7900,3.9004,-0.9621,hit_target,1
V,Finance,breakout,2024,9.2900,4.3900,2.0000,2.9000,2.4100,70.2800,38.7500,2.0300,12.9300,1.1800,2.1000,0.6400,3,13.6000,1.6326,-1.4218,expired,0
V,Finance,pullback,2024,10.2100,4.2100,4.0000,2.0000,1.1500,60.5200,20.8700,0.0600,12.8500,1.5300,1.0900,0.5600,2,13.8400,0.6922,-4.2117,expired,0
V,Finance,breakout,2024,9.5600,4.4100,1.5500,3.6000,2.2000,65.4600,21.7300,-0.4800,14.0700,1.1100,1.8400,0.6600,3,13.0400,0.1690,-2.4517,hit_stop,0
V,Finance,breakout,2024,11.0500,4.9000,1.1500,4.2000,2.1700,62.8600,19.4300,-0.2200,7.9300,1.2800,1.6400,0.6000,4,12.5500,0.1968,-1.8501,hit_stop,0
V,Finance,breakout,2024,9.5400,4.6400,2.0000,2.9000,2.7800,74.7600,25.0900,7.4300,7.9500,1.4200,3.0600,0.7700,3,19.4500,0.0526,-2.3577,hit_stop,0
V,Finance,breakout,2024,11.5000,4.5500,2.5500,3.6000,1.9200,61.7600,20.4700,2.7900,7.4900,1.7400,1.5500,0.7200,4,20.3500,7.1094,-0.4506,hit_target,1
V,Finance,breakout,2024,8.5400,4.7400,2.0000,1.8000,3.2300,75.0300,32.4100,7.6000,13.2500,0.9900,3.1700,0.8200,1,14.9400,2.7116,-0.9125,expired,0
V,Finance,breakout,2024,9.4100,4.6100,2.0000,2.8000,3.5000,70.8500,44.8100,7.5400,13.7300,2.2500,2.0700,0.7600,2,14.6000,3.4913,-1.3289,expired,0
V,Finance,pullback,2024,9.8100,4.1100,4.5000,1.7000,1.1500,57.4600,27.2200,3.1800,11.9400,1.3300,0.6600,0.5000,2,24.0900,1.8660,-3.0603,expired,0
V,Finance,pullback,2025,9.0500,4.1500,4.1000,0.8000,1.1500,56.0600,21.3800,2.0500,10.5100,0.7700,0.7100,0.5200,2,16.1200,5.6661,-0.2488,hit_target,1
V,Finance,breakout,2025,8.3500,4.4500,1.5000,2.4000,2.4000,69.5300,22.2400,0.1600,13.9800,1.0200,2.4800,0.6800,3,15.0200,6.4394,-0.5909,hit_target,1
V,Finance,breakout,2025,9.4300,4.6800,1.5500,3.2000,2.0000,73.8600,47.1200,7.7000,20.5300,2.5100,2.5400,0.7900,2,19.6300,0.0444,-2.6964,hit_stop,0
V,Finance,breakout,2025,11.8200,4.7200,2.6000,4.2000,2.5800,57.9100,21.1100,0.9000,10.3400,1.2600,1.0400,0.5100,4,24.7000,6.4924,-0.4205,expired,0
V,Finance,breakout,2025,10.1600,4.4100,2.5500,3.2000,2.3600,63.7000,24.9900,1.2800,13.7900,1.6300,1.4500,0.6500,2,18.5700,2.9980,-5.3706,hit_stop,0
V,Finance,breakout,2025,10.3800,3.2300,2.1500,4.2000,1.4600,63.5000,25.2600,1.1400,2.9600,1.9100,2.0700,0.6200,5,14.8500,3.1021,-1.2506,expired,0
V,Finance,breakout,2025,9.5700,4.3700,2.5500,2.6500,2.3500,64.8000,24.5300,3.2600,3.8500,2.5000,1.8900,0.6300,2,14.9100,1.8807,-4.1705,hit_stop,0
V,Finance,breakout,2026,10.4600,4.3100,2.5500,3.6000,2.9200,65.4500,26.0900,6.7600,5.8100,1.0700,1.7300,0.6000,3,14.7500,0.3803,-4.9803,hit_stop,0
V,Finance,breakout,2026,9.1200,3.4700,0.6500,4.2000,1.2500,72.3600,18.4500,1.3800,2.9200,2.5100,2.9600,0.7300,5,18.8100,0.8922,-5.0228,expired,0
JPM,Finance,breakout,2023,8.3500,4.4000,1.0500,2.9000,2.0300,68.3100,18.1800,1.9600,11.6200,1.1500,2.1700,0.6500,3,14.8400,4.3779,-0.6389,hit_target,1
JPM,Finance,breakout,2023,8.3200,4.6700,2.0000,1.6500,4.6500,72.8200,35.4300,2.2700,9.2300,1.2000,2.5300,0.7800,1,12.9800,7.2583,0.0000,hit_target,1
JPM,Finance,breakout,2023,7.8500,4.7000,2.0000,1.1500,4.1200,75.4600,46.0500,3.8000,11.6300,1.0400,2.7500,0.8000,1,12.6300,6.3170,-0.4672,hit_target,1
JPM,Finance,pullback,2024,9.6100,4.4100,4.0000,1.2000,1.1500,64.3200,53.5900,0.1300,15.3300,1.2900,0.9300,0.6600,2,13.3000,5.0864,-0.7249,expired,0
JPM,Finance,breakout,2024,7.8200,4.5700,1.5000,1.7500,2.2700,73.2700,46.8800,0.9900,18.0500,0.9800,2.4500,0.7300,2,13.3100,0.6911,-1.2728,hit_stop,0
JPM,Finance,breakout,2024,8.3000,4.5500,2.0000,1.7500,2.4900,71.8200,40.1700,2.0800,18.1300,1.0000,2.2400,0.7300,2,14.0100,6.0718,-0.4353,hit_target,1
JPM,Finance,breakout,2024,8.8500,4.4100,1.5400,2.9000,2.4800,71.6900,46.3300,4.6200,21.3700,1.1300,2.2900,0.6600,3,14.3300,3.4760,-0.2987,expired,0
JPM,Finance,breakout,2024,8.4900,4.5500,1.4900,2.4500,3.0800,71.9900,45.4500,4.5500,23.7000,1.0400,2.7900,0.7300,2,12.7800,0.4750,-2.8116,hit_stop,0
JPM,Finance,pullback,2024,10.1900,4.7900,4.5000,0.9000,1.1500,56.3000,31.4200,1.8000,16.5100,0.6600,0.9300,0.5400,2,15.9700,3.2443,-2.6399,expired,0
JPM,Finance,breakout,2024,8.8400,4.4400,2.0000,2.4000,3.2900,70.4500,21.2700,7.5300,18.9000,1.0200,2.3700,0.6700,3,13.4200,1.8099,-3.3726,hit_stop,0
